Organization Code,Orgnazation Name,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latino,White,Native Hawaiian or Other Pacific Islander,Two or More Races,Percent Minority,Year,% FREE AND REDUCED,K-12 COUNT,All Students Graduation Rate,All Students Completion Rate,Female Graduation Rate,Male Graduation Rate,Female Completion Rate,Male Completion Rate,Pupil/Teacher Ratio,T_Ind_F,T_Ind_M,T_Ind_T,T_As_F,T_As_M,T_As_T,T_Bl_F,T_Bl_M,T_Bl_T,T_Hi_F,T_Hi_M,T_Hi_T,T_Pac_F,T_Pac_M,T_Pac_T,T_Two_F,T_Two_M,T_Two_T,T_Whi_F,T_Whi_M,T_Whi_T,T_Total_Count,Total FTE,Average Salary,ap_American Indian or Alaska Native Count,ap_Asian Count,ap_Black or African American Count,ap_Hispanic or Latino Count,ap_White Count,ap_Native Hawaiian or Other Pacific Islander Count,ap_Two Or More Races Count,ap_Male Count,ap_Female Count,ap_Total Student Count
2020,MOFFAT COUNTY RE:NO 1,23,7,15,511,1597,1,46,0.274,15,0.42,2053,0.811,0.811,0.902,0.721,0.902,0.721,17.23375,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,98,30,128,132,129.53,45480.11,0,1,0,19,145,0,0,78,87,165
2035,MONTEZUMA-CORTEZ RE-1,722,12,6,551,1390,6,95,0.5,15,0.573,2677,0.675,0.684,0.688,0.66,0.688,0.68,24.669,5,0,5,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,109,37,146,157,156.06,37561.03,6,1,0,7,41,0,5,24,36,60
2055,DOLORES RE-4A,38,0,1,122,613,2,14,0.224,15,0.45,725,0.789,0.789,0.852,0.733,0.852,0.733,13.26333333,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,37,15,52,55,53.6,39462.4,0,0,0,0,0,0,0,0,0,0
2070,MANCOS RE-6,45,1,2,85,349,2,12,0.296,15,0.585,458,0.885,0.885,0.923,0.846,0.923,0.846,13.395,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,26,8,34,36,36.45,35447.46,0,0,0,0,0,0,0,0,0,0
2180,MONTROSE COUNTY RE-1J,32,45,21,2397,3515,3,149,0.43,15,0.504,5888,0.795,0.803,0.825,0.762,0.833,0.77,18.88266667,3,2,5,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,250,104,354,362,354.14,46418.59,0,5,0,31,127,0,4,52,115,167
2190,WEST END RE-2,6,1,5,23,257,0,3,0.129,15,0.638,254,0.722,0.722,0.909,0.429,0.909,0.429,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19,5,24,25,23.39,38677.83,0,0,0,0,0,0,0,0,0,0
2395,BRUSH RE-2(J),2,5,8,727,720,1,21,0.515,15,0.601,1404,0.874,0.901,0.857,0.891,0.893,0.909,16.0825,0,0,0,0,0,0,1,0,1,7,5,12,0,0,0,0,0,0,64,16,80,93,91.32,38347.29,0,0,0,9,20,0,1,12,18,30
2405,FORT MORGAN RE-3,16,13,133,1911,1033,0,36,0.671,15,0.695,2937,0.678,0.706,0.736,0.612,0.775,0.629,14.85375,0,1,1,0,1,1,0,0,0,10,1,11,0,0,0,1,0,1,138,51,189,203,200.17,41266.97,2,0,0,7,20,0,0,19,10,29
2505,WELDON VALLEY RE-20(J),0,0,0,41,206,0,0,0.166,15,0.356,216,1,1,1,1,1,1,13.64333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,6,15,17,17.11,35175.67,0,0,0,0,0,0,0,0,0,0
2515,WIGGINS RE-50(J),6,2,3,136,396,0,15,0.29,15,0.458,513,0.862,0.862,0.933,0.786,0.933,0.786,15.13333333,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,22,12,34,36,36.71,38625.79,0,0,0,0,0,0,0,0,0,0
2520,EAST OTERO R-1,10,6,11,853,378,10,22,0.707,15,0.767,1290,0.752,0.761,0.833,0.689,0.833,0.705,16.46666667,0,0,0,0,0,0,0,0,0,10,1,11,0,0,0,0,1,1,49,15,64,76,76.27,38316.03,0,0,0,2,7,0,2,2,9,11
2530,ROCKY FORD R-2,7,2,4,611,196,0,2,0.762,15,0.796,790,0.714,0.714,0.615,0.773,0.615,0.773,13.95666667,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,2,0,2,31,13,44,59,58.57,36353.93,0,0,0,0,0,0,0,0,0,0
2535,MANZANOLA 3J,0,0,1,83,48,0,1,0.639,15,0.695,131,0.917,0.917,1,0.8,1,0.8,7.835,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,11,5,16,18,16.97,37742.23,0,0,0,0,0,0,0,0,0,0
2540,FOWLER R-4J,0,0,0,92,291,0,4,0.248,15,0.576,387,0.909,0.955,1,0.867,1,0.933,9.59,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,1,0,1,19,11,30,35,41.78,30356.61,0,0,0,0,0,0,0,0,0,0
2560,CHERAW 31,1,1,0,56,155,0,0,0.272,15,0.662,198,1,1,1,1,1,1,10.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17,1,18,19,19.67,35960.32,0,0,0,0,0,0,0,0,0,0
2570,SWINK 33,1,12,4,80,279,0,5,0.268,15,0.444,381,1,1,1,1,1,1,13.855,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,20,6,26,28,27.34,38561.08,0,0,0,0,0,0,0,0,0,0
2580,OURAY R-1,1,2,1,19,164,0,1,0.128,15,0.341,167,0.8,1,0.875,0.714,1,1,7.363333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,27,27,25.66,45805.44,0,0,0,0,0,0,0,0,0,0
2590,RIDGWAY R-2,0,5,0,28,310,0,13,0.129,15,0.262,328,0.897,0.897,0.938,0.846,0.938,0.846,11.34666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,10,30,32,30.64,44698.31,0,1,0,0,2,0,0,0,3,3
2600,PLATTE CANYON 1,11,12,5,123,862,0,42,0.183,15,0.307,977,0.738,0.754,0.792,0.707,0.792,0.732,16.44333333,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,51,11,62,66,63.35,43254.89,0,0,0,8,40,0,0,27,21,48
2610,PARK COUNTY RE-2,1,3,2,78,507,0,26,0.178,15,0.478,544,0.882,0.882,0.882,0.882,0.882,0.882,13.886,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,34,8,42,44,41.07,39397.55,0,0,0,2,6,0,0,5,3,8
2620,HOLYOKE RE-1J,0,3,2,276,309,0,4,0.48,15,0.458,594,0.889,0.889,0.818,0.957,0.818,0.957,11.53666667,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,29,13,42,45,44.93,38279.05,0,0,0,0,8,0,1,4,5,9
2630,HAXTUN RE-2J,0,0,3,30,295,0,8,0.122,15,0.362,293,0.966,0.966,0.944,1,0.944,1,12.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,26,26,25.58,38552.06,0,0,0,0,0,0,0,0,0,0
2640,ASPEN 1,4,29,18,206,1456,2,12,0.157,15,0.043,1671,0.956,0.971,1,0.914,1,0.943,20.358,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,100,41,141,143,136.97,56776.36,0,1,0,1,35,0,0,20,17,37
2650,GRANADA RE-1,0,0,0,151,63,0,0,0.706,15,0.595,195,0.857,0.857,0.889,0.833,0.889,0.833,11.18,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,13,4,17,21,19.23,38565.54,0,0,0,0,0,0,0,0,0,0
2660,LAMAR RE-2,13,4,7,883,649,0,22,0.589,15,0.658,1453,0.707,0.707,0.732,0.69,0.732,0.69,17.20333333,0,0,0,0,0,0,0,0,0,10,4,14,0,0,0,0,1,1,68,24,92,107,104.71,40386.27,0,0,0,1,0,0,0,0,1,1
2670,HOLLY RE-3,4,0,0,166,120,0,3,0.59,15,0.729,269,0.944,1,1,0.909,1,1,12.55,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,5,23,24,23.89,35777.46,0,0,0,0,0,0,0,0,0,0
2680,WILEY RE-13 JT,1,3,0,54,193,0,11,0.263,15,0.502,245,0.733,0.8,0.857,0.625,1,0.625,11.325,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,16,5,21,23,23.19,33105.8,0,0,0,20,84,0,2,43,63,106
2690,PUEBLO CITY 60,87,113,323,12452,4438,19,233,0.749,15,0.685,16772,0.713,0.73,0.769,0.657,0.783,0.678,17.50787879,5,2,7,10,3,13,9,6,15,205,65,270,1,0,1,2,2,4,549,170,719,"1,029",1039.47,45459.08,0,19,4,191,238,3,3,158,300,458
2700,PUEBLO COUNTY 70,35,83,64,3367,5637,7,389,0.412,15,0.446,9299,0.821,0.837,0.849,0.798,0.859,0.819,19.71625,0,1,1,1,0,1,2,1,3,67,16,83,0,2,2,0,1,1,310,94,404,495,485.78,46781.74,1,13,3,194,393,2,20,278,348,626
2710,MEEKER RE1,6,1,1,100,594,2,3,0.16,15,0.343,645,0.881,0.881,0.952,0.81,0.952,0.81,16.30666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,40,40,39.07,46503.81,0,0,0,0,0,0,0,0,0,0
2720,RANGELY RE-4,7,0,1,47,484,2,5,0.114,15,0.353,504,0.848,0.848,0.75,0.905,0.75,0.905,14.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,35,35,34.18,37905.55,0,0,0,0,0,0,0,0,0,0
2730,DEL NORTE C-7,1,0,1,254,165,0,5,0.613,15,0.643,426,0.767,0.767,0.733,0.8,0.733,0.8,11.46666667,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,16,10,26,35,37.07,37490.96,0,0,0,0,0,0,0,0,0,0
2740,MONTE VISTA C-8,16,3,2,825,326,0,15,0.725,15,0.713,1140,0.758,0.779,0.784,0.727,0.824,0.727,16.76333333,0,0,0,1,0,1,0,0,0,18,8,26,0,0,0,0,0,0,37,13,50,77,77.61,38668.35,0,0,2,76,32,0,1,54,57,111
2750,SARGENT RE-33J,5,4,0,94,295,0,8,0.273,15,0.365,406,0.9,0.9,0.824,1,0.824,1,13.39333333,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21,10,31,32,30.77,36769.7,0,1,0,1,10,0,0,8,4,12
2760,HAYDEN RE-1,0,3,3,45,351,1,0,0.129,15,0.389,370,0.939,0.939,1,0.889,1,0.889,11.14333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,37,37,36.55,47377.71,0,0,0,0,0,0,0,0,0,0
2770,STEAMBOAT SPRINGS RE-2,4,34,16,309,2152,11,37,0.16,15,0.19,2516,0.895,0.919,0.924,0.871,0.962,0.882,14.94428571,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139,37,176,177,171.64,52915.34,0,6,0,4,308,0,15,171,162,333
2780,SOUTH ROUTT RE 3,1,1,2,18,322,1,3,0.075,15,0.429,326,0.862,0.897,0.938,0.769,1,0.769,10.06666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,33,33,32.51,41183.33,0,0,0,0,4,0,0,2,2,4
2790,MOUNTAIN VALLEY RE 1,2,1,3,31,93,0,4,0.306,15,0.655,119,0.556,0.667,0.4,0.75,0.4,1,8.52,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,2,11,2,13,17,17.23,30022.58,0,0,0,0,0,0,0,0,0,0
2800,MOFFAT 2,3,3,3,22,166,0,13,0.21,15,0.839,192,0.786,0.786,1,0.625,1,0.625,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20,20,22.41,30223.1,0,0,0,0,0,0,0,0,0,0
2810,CENTER 26 JT,5,0,2,587,53,0,1,0.918,15,0.92,602,0.764,0.764,0.806,0.708,0.806,0.708,15.28,0,0,0,0,0,0,0,1,1,11,7,18,0,0,0,0,0,0,21,8,29,48,47.59,37771.11,0,0,0,0,0,0,0,0,0,0
2820,SILVERTON 1,0,0,0,24,50,0,0,0.324,15,0.641,64,0,0,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,12,12.15,38374.97,0,0,0,0,0,0,0,0,0,0
2830,TELLURIDE R-1,6,5,4,164,736,4,16,0.213,15,0.248,895,0.868,0.868,0.897,0.833,0.897,0.833,12.77,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,56,18,74,78,73.3,55856.28,1,3,3,14,218,0,2,124,117,241
2840,NORWOOD R-2J,4,2,1,22,237,0,1,0.112,15,0.571,245,0.958,0.958,1,0.909,1,0.909,11.55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,6,23,24,22.73,42448.26,0,0,0,0,0,0,0,0,0,0
2862,JULESBURG RE-1,6,3,19,152,469,2,8,0.288,15,0.54,628,0.397,0.429,0.433,0.356,0.45,0.404,16.90666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,39,39,36.5,42650.33,0,0,0,0,0,0,0,0,0,0
3000,SUMMIT RE-1,7,32,28,1182,2135,2,120,0.391,15,0.371,3346,0.941,0.951,0.949,0.934,0.969,0.934,15.03,1,0,1,1,0,1,0,1,1,9,2,11,0,0,0,0,0,0,165,42,207,221,199.54,55711.54,0,2,0,6,74,0,3,27,58,85
3010,CRIPPLE CREEK-VICTOR RE-1,5,1,1,41,303,3,3,0.151,15,0.64,325,0.643,0.679,0.769,0.533,0.846,0.533,13.55,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20,7,27,28,27.15,38179.58,0,0,0,4,10,0,0,3,11,14
3020,WOODLAND PARK RE-2,8,17,20,213,2123,3,114,0.15,15,0.317,2396,0.79,0.814,0.856,0.717,0.865,0.758,16.928,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,110,34,144,146,147.78,41995.46,0,0,0,16,172,0,10,95,103,198
3030,AKRON R-1,1,5,1,66,265,0,13,0.245,15,0.528,335,0.96,0.96,1,0.857,1,0.857,9.66,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21,7,28,29,35.12,30992.38,0,0,0,0,0,0,0,0,0,0
3040,ARICKAREE R-2,0,0,0,28,74,1,0,0.282,15,0.541,98,1,1,1,1,1,1,7.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,4,15,16,14.56,34947.55,0,0,0,0,0,0,0,0,0,0
3050,OTIS R-3,1,0,7,13,211,0,7,0.117,15,0.565,223,0.8,0.8,0.8,0.8,0.8,0.8,9.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,22,22,24.85,27813.96,0,0,0,0,0,0,0,0,0,0
3060,LONE STAR 101,0,0,0,0,102,0,1,0.01,15,0.417,103,0.75,0.75,1,0.625,1,0.625,6.393333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17,17,17.84,28469.84,0,0,0,0,0,0,0,0,0,0
3070,WOODLIN R-104,0,0,3,12,95,0,0,0.136,15,0.5,96,0.667,0.833,1,0,1,0.5,9.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,13,11.49,27901.05,0,0,0,0,0,0,0,0,0,0
3080,WELD COUNTY RE-1,13,2,9,1108,825,1,27,0.584,15,0.582,1870,0.84,0.84,0.927,0.733,0.927,0.733,14.84333333,0,0,0,0,0,0,1,0,1,9,6,15,0,0,0,1,0,1,91,28,119,136,135.65,46176.17,0,0,0,0,0,0,0,0,0,0
3085,EATON RE-2,3,6,10,463,1404,0,32,0.268,15,0.361,1918,0.957,0.966,1,0.912,1,0.93,16.476,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,0,1,91,24,115,119,115.78,46172.54,0,0,0,0,0,0,0,0,0,0
3100,WINDSOR RE-4,22,58,27,792,4484,1,140,0.188,15,0.158,5368,0.894,0.927,0.918,0.87,0.952,0.903,17.778,0,0,0,4,1,5,0,0,0,5,0,5,0,0,0,0,2,2,245,67,312,324,311.88,48172.18,2,6,0,43,352,0,7,163,247,410
3110,JOHNSTOWN-MILLIKEN RE-5J,10,31,18,1120,2546,3,59,0.328,15,0.292,3653,0.82,0.835,0.878,0.765,0.888,0.784,19.64333333,0,0,0,0,0,0,0,0,0,15,5,20,0,0,0,0,0,0,130,46,176,196,192.64,50605.44,0,1,0,19,43,0,1,24,40,64
3120,GREELEY 6,86,466,439,12851,7332,39,292,0.659,15,0.66,21499,0.769,0.786,0.815,0.723,0.829,0.743,18.70129032,5,2,7,10,3,13,1,5,6,105,29,134,1,0,1,0,0,0,828,247,"1,075","1,236",1208.65,48026.41,1,14,8,550,523,2,33,517,614,1131
3130,PLATTE VALLEY RE-7,3,2,2,387,710,0,6,0.36,15,0.452,1110,0.945,0.945,0.978,0.913,0.978,0.913,13.76,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,65,16,81,82,80.75,47595.68,0,0,0,0,0,0,0,0,0,0
3140,WELD COUNTY S/D RE-8,10,7,8,1720,591,2,16,0.749,15,0.736,2178,0.799,0.799,0.789,0.808,0.789,0.808,16.348,0,0,0,1,0,1,1,1,2,17,7,24,0,0,0,0,2,2,92,27,119,148,143.9,46556.21,0,0,0,0,0,0,0,0,0,0
3145,AULT-HIGHLAND RE-9,4,1,2,282,531,0,9,0.36,15,0.45,829,0.857,0.857,0.958,0.76,0.958,0.76,14.07,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,44,15,59,62,59.83,39934.92,0,0,0,11,43,0,1,19,36,55
3146,BRIGGSDALE RE-10,0,4,0,13,154,0,2,0.11,15,0.342,161,0.923,1,0.9,1,1,1,9.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,18,18.09,39557.91,0,0,0,0,0,0,0,0,0,0
3147,PRAIRIE RE-11,0,0,0,11,193,0,3,0.068,15,0.249,193,1,1,1,1,1,1,13.83,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,4,17,18,15.04,43190.65,0,0,0,0,0,0,0,0,0,0
3148,PAWNEE RE-12,0,0,0,11,75,0,1,0.138,15,0.429,84,1,1,1,1,1,1,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,16,19.23,30386.79,0,0,0,0,0,0,0,0,0,0
3200,YUMA 1,0,1,2,443,371,0,4,0.548,15,0.645,774,0.881,0.881,0.97,0.769,0.97,0.769,20.6025,0,0,0,0,1,1,0,0,0,3,0,3,0,0,0,0,0,0,49,15,64,68,66.43,41263.71,0,0,0,0,0,0,0,0,0,0
3210,WRAY RD-2,1,1,2,200,476,1,8,0.309,15,0.566,640,0.824,0.824,0.8,0.846,0.8,0.846,13.62333333,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35,14,49,50,49.5,36815.72,0,0,0,0,0,0,0,0,0,0
3220,IDALIA RJ-3,5,0,1,57,151,0,4,0.307,15,0.602,191,0.857,0.857,1,0.8,1,0.8,13.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,18,18,15.48,38644.21,0,0,0,0,0,0,0,0,0,0
3230,LIBERTY J-4,0,0,0,10,67,0,0,0.13,15,0.302,63,1,1,0,1,0,1,15.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,7,6.05,38753.16,0,0,0,0,0,0,0,0,0,0
8001,CHARTER SCHOOL INSTITUTE,80,529,593,6298,7125,30,420,0.527,15,0.426,14887,0.424,0.441,0.435,0.413,0.455,0.426,19.26222222,1,1,2,18,4,22,9,2,11,55,21,76,0,0,0,5,4,9,534,178,712,832,791.81,39656.13,1,41,3,82,160,0,0,129,158,287
10,MAPLETON 1,74,134,166,5238,2769,16,273,0.6806,14,0.6072,8240,0.525,0.576,0.615,0.436,0.65,0.502,19.26466667,0,0,0,5,0,5,2,1,3,28,8,36,299,76,375,4,0,4,0,0,0,423,414.5,48384.24,0,0,0,0,0,0,0,0,0,0
10,MAPLETON 1,74,134,166,5238,2769,16,273,0.6806,14,0.6072,8240,0.525,0.576,0.615,0.436,0.65,0.502,19.26466667,0,0,0,5,0,5,2,1,3,28,8,36,299,76,375,4,0,4,0,0,0,423,414.5,48384.24,0,0,0,0,0,0,0,0,0,0
20,ADAMS 12 FIVE STAR SCHOOLS,273,2054,776,14618,20019,59,902,0.4827,14,0.3794,37665,0.739,0.755,0.804,0.68,0.818,0.698,20.61153846,4,1,5,29,6,35,6,1,7,117,47,164,"1,432",410,"1,842",1,0,1,10,4,14,"2,068",1998.3,51781.52,8,166,24,336,972,8,20,677,857,1534
20,ADAMS 12 FIVE STAR SCHOOLS,273,2054,776,14618,20019,59,902,0.4827,14,0.3794,37665,0.739,0.755,0.804,0.68,0.818,0.698,20.61153846,4,1,5,29,6,35,6,1,7,117,47,164,"1,432",410,"1,842",1,0,1,10,4,14,"2,068",1998.3,51781.52,8,166,24,336,972,8,20,677,857,1534
30,ADAMS COUNTY 14,50,22,187,6273,954,4,94,0.8742,14,0.7287,6980,0.659,0.679,0.683,0.632,0.698,0.657,19.43769231,1,1,2,8,0,8,5,1,6,28,12,40,266,78,344,1,0,1,4,1,5,406,402.3,49905.46,0,7,6,455,71,0,3,223,319,542
30,ADAMS COUNTY 14,50,22,187,6273,954,4,94,0.8742,14,0.7287,6980,0.659,0.679,0.683,0.632,0.698,0.657,19.43769231,1,1,2,8,0,8,5,1,6,28,12,40,266,78,344,1,0,1,4,1,5,406,402.3,49905.46,0,7,6,455,71,0,3,223,319,542
50,BENNETT 29J,9,3,4,211,816,0,36,0.2437,14,0.3419,1012,0.844,0.859,0.931,0.771,0.931,0.8,19.57666667,0,0,0,0,1,1,1,0,1,0,0,0,39,11,50,0,0,0,0,0,0,52,52.4,37742.28,0,0,0,0,0,0,0,0,0,0
50,BENNETT 29J,9,3,4,211,816,0,36,0.2437,14,0.3419,1012,0.844,0.859,0.931,0.771,0.931,0.8,19.57666667,0,0,0,0,1,1,1,0,1,0,0,0,39,11,50,0,0,0,0,0,0,52,52.4,37742.28,0,0,0,0,0,0,0,0,0,0
60,STRASBURG 31J,7,9,8,123,870,2,23,0.1651,14,0.2172,976,0.85,0.875,0.865,0.837,0.892,0.86,15.5725,0,0,0,0,0,0,0,0,0,0,0,0,48,14,62,0,0,0,0,0,0,62,59.6,40263.94,0,8,0,44,387,0,4,226,217,443
60,STRASBURG 31J,7,9,8,123,870,2,23,0.1651,14,0.2172,976,0.85,0.875,0.865,0.837,0.892,0.86,15.5725,0,0,0,0,0,0,0,0,0,0,0,0,48,14,62,0,0,0,0,0,0,62,59.6,40263.94,0,8,0,44,387,0,4,226,217,443
70,WESTMINSTER 50,44,467,117,7557,1767,13,196,0.8261,14,0.7676,9626,0.571,0.592,0.647,0.507,0.66,0.534,18.7665,0,0,0,8,3,11,1,3,4,53,20,73,343,105,448,0,0,0,5,2,7,543,534.8,54839.88,0,0,0,0,0,0,0,0,0,0
70,WESTMINSTER 50,44,467,117,7557,1767,13,196,0.8261,14,0.7676,9626,0.571,0.592,0.647,0.507,0.66,0.534,18.7665,0,0,0,8,3,11,1,3,4,53,20,73,343,105,448,0,0,0,5,2,7,543,534.8,54839.88,0,0,0,0,0,0,0,0,0,0
100,ALAMOSA RE-11J,19,22,18,1434,612,3,28,0.7135,14,0.6784,2136,0.745,0.758,0.824,0.679,0.838,0.691,25.1975,0,0,0,0,0,0,0,0,0,33,9,42,57,19,76,0,0,0,0,1,1,119,118.3,45180.91,0,6,0,73,92,0,4,68,107,175
100,ALAMOSA RE-11J,19,22,18,1434,612,3,28,0.7135,14,0.6784,2136,0.745,0.758,0.824,0.679,0.838,0.691,25.1975,0,0,0,0,0,0,0,0,0,33,9,42,57,19,76,0,0,0,0,1,1,119,118.3,45180.91,0,6,0,73,92,0,4,68,107,175
110,SANGRE DE CRISTO RE-22J,3,1,3,99,224,2,5,0.3353,14,0.6044,321,1,1,1,1,1,1,12.895,0,0,0,0,0,0,0,0,0,1,1,2,18,6,24,0,0,0,1,0,1,27,27.1,34341.33,0,0,0,3,12,0,0,5,10,15
110,SANGRE DE CRISTO RE-22J,3,1,3,99,224,2,5,0.3353,14,0.6044,321,1,1,1,1,1,1,12.895,0,0,0,0,0,0,0,0,0,1,1,2,18,6,24,0,0,0,1,0,1,27,27.1,34341.33,0,0,0,3,12,0,0,5,10,15
120,ENGLEWOOD 1,22,53,77,1111,1491,4,108,0.4798,14,0.6224,2656,0.496,0.536,0.573,0.429,0.611,0.469,19.99,0,0,0,0,0,0,0,0,0,4,1,5,153,36,189,0,0,0,0,0,0,194,186,53004.72,1,1,1,42,80,0,4,58,71,129
120,ENGLEWOOD 1,22,53,77,1111,1491,4,108,0.4798,14,0.6224,2656,0.496,0.536,0.573,0.429,0.611,0.469,19.99,0,0,0,0,0,0,0,0,0,4,1,5,153,36,189,0,0,0,0,0,0,194,186,53004.72,1,1,1,42,80,0,4,58,71,129
123,SHERIDAN 2,19,37,58,1183,212,2,25,0.862,14,0.9092,1376,0.602,0.61,0.671,0.5,0.685,0.5,42.45,0,0,0,1,0,1,1,0,1,8,2,10,62,19,81,0,0,0,0,0,0,93,86.9,47769.53,0,0,0,0,0,0,0,0,0,0
123,SHERIDAN 2,19,37,58,1183,212,2,25,0.862,14,0.9092,1376,0.602,0.61,0.671,0.5,0.685,0.5,42.45,0,0,0,1,0,1,1,0,1,8,2,10,62,19,81,0,0,0,0,0,0,93,86.9,47769.53,0,0,0,0,0,0,0,0,0,0
130,CHERRY CREEK 5,283,4541,6342,10186,29817,132,3198,0.4529,14,0.3028,52805,0.866,0.876,0.899,0.832,0.908,0.843,21.55516129,6,1,7,38,8,46,56,25,81,142,43,185,"2,069",691,"2,760",1,0,1,51,18,69,"3,149",3039.1,64839.96,33,1520,881,1216,5968,27,453,4601,5497,10098
130,CHERRY CREEK 5,283,4541,6342,10186,29817,132,3198,0.4529,14,0.3028,52805,0.866,0.876,0.899,0.832,0.908,0.843,21.55516129,6,1,7,38,8,46,56,25,81,142,43,185,"2,069",691,"2,760",1,0,1,51,18,69,"3,149",3039.1,64839.96,33,1520,881,1216,5968,27,453,4601,5497,10098
140,LITTLETON 6,70,494,200,2647,11611,20,649,0.26,14,0.1908,15007,0.907,0.915,0.927,0.887,0.932,0.899,21.83956522,1,0,1,4,1,5,2,2,4,31,6,37,632,191,823,0,0,0,4,1,5,875,843.8,60413.52,10,115,18,239,2023,1,125,1153,1378,2531
140,LITTLETON 6,70,494,200,2647,11611,20,649,0.26,14,0.1908,15007,0.907,0.915,0.927,0.887,0.932,0.899,21.83956522,1,0,1,4,1,5,2,2,4,31,6,37,632,191,823,0,0,0,4,1,5,875,843.8,60413.52,10,115,18,239,2023,1,125,1153,1378,2531
170,DEER TRAIL 26J,2,0,0,31,146,0,5,0.2065,14,0.5697,165,1,1,1,1,1,1,9.9,0,0,0,0,0,0,0,0,0,0,0,0,16,3,19,0,0,0,0,0,0,19,18.8,36874.81,0,0,0,0,0,0,0,0,0,0
170,DEER TRAIL 26J,2,0,0,31,146,0,5,0.2065,14,0.5697,165,1,1,1,1,1,1,9.9,0,0,0,0,0,0,0,0,0,0,0,0,16,3,19,0,0,0,0,0,0,19,18.8,36874.81,0,0,0,0,0,0,0,0,0,0
