Organization Code,Orgnazation Name,Student Pct Minority,Year,% FREE AND REDUCED,K-12 COUNT,All Students Graduation Rate,Female Graduation Rate,Male Graduation Rate,Pupil/Teacher Ratio,Teacher Pct Minority,Teacher Count,Total FTE,Average Salary
1520,DURANGO 9-R,0.273,13,0.31,4500,0.718,0.777,0.652,15.433636363636362,0.07028753993610226,313,292.2,49097.79
1530,BAYFIELD 10 JT-R,0.21789999999999998,13,0.2736,1312,0.897,0.877,0.917,15.806666666666667,0.022727272727272707,88,85.1,44936.85
1540,IGNACIO 11 JT,0.6527,13,0.46659999999999996,763,0.627,0.6859999999999999,0.542,12.003333333333332,0.17808219178082196,73,63.1,39034.67
1550,POUDRE R-1,0.2621,13,0.2902,27644,0.84,0.872,0.81,16.966037735849056,0.06324786324786325,1755,1626.8,49508.45
1560,THOMPSON R2-J,0.24719999999999998,13,0.3693,15619,0.777,0.821,0.732,18.129117647058823,0.03739213806327901,1043,868.8,47943.74
1570,ESTES PARK R-3,0.27190000000000003,13,0.3729,1062,0.7929999999999999,0.8390000000000001,0.765,14.595000000000002,0.0625,96,81.9,45684.86
1580,TRINIDAD 1,0.7879999999999999,13,0.7184,1019,0.83,0.804,0.857,18.396666666666665,0.3508771929824561,57,57.0,44180.02
1590,PRIMERO REORGANIZED 2,0.0255,13,0.4293,184,0.889,0.889,0.889,9.715,0.25,24,20.7,38549.1
1600,HOEHNE REORGANIZED 3,0.4986,13,0.37329999999999997,359,1.0,1.0,1.0,15.813333333333333,0.0,38,23.8,39444.92
1620,AGUILAR REORGANIZED 6,0.5607,13,0.26039999999999996,96,0.5,0.0,0.6,5.945,0.2857142857142857,14,18.0,27435.58
1750,BRANSON REORGANIZED 82,0.4208,13,0.1729,480,0.5920000000000001,0.6,0.579,10.833333333333334,0.0,32,30.2,39333.63
1760,KIM REORGANIZED 88,0.0,13,0.6512,43,1.0,1.0,1.0,4.97,0.0,14,9.4,27825.96
1780,GENOA-HUGO C113,0.0843,13,0.5443,158,0.875,0.5,1.0,9.12,0.09999999999999998,30,18.1,35422.17
1790,LIMON RE-4J,0.19030000000000002,13,0.48200000000000004,473,0.97,1.0,0.938,15.469999999999999,0.0,43,30.6,35560.56
1810,KARVAL RE-23,0.07,13,0.3958,96,0.436,0.43799999999999994,0.435,6.816666666666666,0.04347826086956519,23,13.1,34581.86
1828,VALLEY RE-1,0.3002,13,0.5494,2135,0.778,0.826,0.726,14.833333333333334,0.03246753246753242,154,142.3,38459.93
1850,FRENCHMAN RE-3,0.1429,13,0.38299999999999995,188,1.0,1.0,1.0,10.605,0.0,28,19.3,40152.91
1860,BUFFALO RE-4J,0.1384,13,0.2893,318,0.885,0.846,0.9229999999999999,13.89,0.0,28,23.2,41204.26
1870,PLATEAU RE-5,0.07139999999999999,13,0.31670000000000004,180,1.0,1.0,1.0,10.35,0.050000000000000044,20,19.2,38107.15
1980,DE BEQUE 49JT,0.1507,13,0.45799999999999996,131,0.667,1.0,0.5,8.385,0.0,21,17.3,38647.53
1990,PLATEAU VALLEY 50,0.20670000000000002,13,0.23129999999999998,428,0.303,0.429,0.23399999999999999,12.629999999999999,0.0,49,35.3,39443.42
2000,MESA COUNTY VALLEY 51,0.2848,13,0.4269,21174,0.7759999999999999,0.812,0.741,22.679302325581393,0.07961309523809523,1344,1263.7,46603.25
2010,CREEDE SCHOOL DISTRICT,0.175,13,0.6125,80,1.0,1.0,1.0,5.545,0.05882352941176472,17,15.3,36479.53
2020,MOFFAT COUNTY RE:NO 1,0.2557,13,0.4403,2067,0.868,0.9420000000000001,0.807,16.121428571428574,0.020689655172413834,145,138.0,47229.07
2035,MONTEZUMA-CORTEZ RE-1,0.4988,13,0.5931000000000001,2740,0.522,0.6,0.455,18.30444444444445,0.08620689655172409,174,166.9,38091.55
2055,DOLORES RE-4A,0.18059999999999998,13,0.4314,707,0.897,0.875,0.917,14.38,0.08196721311475408,61,49.2,39430.15
2070,MANCOS RE-6,0.25239999999999996,13,0.5666,383,0.88,0.8,0.9329999999999999,12.81,0.024390243902439046,41,32.0,35707.56
2180,MONTROSE COUNTY RE-1J,0.42310000000000003,13,0.5346,5911,0.7140000000000001,0.78,0.649,20.37857142857143,0.06596306068601587,379,348.2,45784.22
2190,WEST END RE-2,0.1008,13,0.5776,232,0.833,0.882,0.769,11.016666666666667,0.0,26,23.4,36152.08
2395,BRUSH RE-2(J),0.5313,13,0.5447,1489,0.84,0.865,0.81,15.735,0.11538461538461542,104,98.4,37302.36
2405,FORT MORGAN RE-3,0.6768000000000001,13,0.6881,2969,0.727,0.736,0.7170000000000001,14.61875,0.08450704225352113,213,205.5,38557.04
2505,WELDON VALLEY RE-20(J),0.1629,13,0.3782,193,0.938,0.9329999999999999,1.0,12.896666666666667,0.0,27,16.7,37558.55
2515,WIGGINS RE-50(J),0.33039999999999997,13,0.5604,505,0.885,1.0,0.7859999999999999,16.593333333333334,0.05128205128205132,39,32.2,38196.21
2520,EAST OTERO R-1,0.6707,13,0.7426,1309,0.7759999999999999,0.847,0.688,16.623333333333335,0.13157894736842102,76,76.0,38734.97
2530,ROCKY FORD R-2,0.7652,13,0.8072,783,0.63,0.75,0.5670000000000001,13.246666666666668,0.2786885245901639,61,58.9,35484.56
2535,MANZANOLA 3J,0.6642,13,0.7153,137,0.75,1.0,0.7,7.914999999999999,0.09090909090909094,22,17.7,37808.4
2540,FOWLER R-4J,0.2421,13,0.5355,409,0.857,0.909,0.8,12.956666666666665,0.17647058823529416,51,33.6,36928.24
2560,CHERAW 31,0.26839999999999997,13,0.6,215,1.0,1.0,1.0,12.37,0.06896551724137934,29,18.9,36793.57
2570,SWINK 33,0.2589,13,0.43450000000000005,336,0.9570000000000001,0.9,1.0,11.934999999999999,0.09999999999999998,30,28.1,38269.81
2580,OURAY R-1,0.12179999999999999,13,0.34240000000000004,184,0.7,1.0,0.5710000000000001,7.0200000000000005,0.0,42,27.0,37254.03
2590,RIDGWAY R-2,0.16329999999999997,13,0.35869999999999996,329,1.0,1.0,1.0,11.11,0.0,53,32.0,39387.34
2600,PLATTE CANYON 1,0.1649,13,0.341,959,0.75,0.758,0.745,16.323333333333334,0.0,65,62.3,45752.4
2610,PARK COUNTY RE-2,0.1814,13,0.49329999999999996,519,0.882,0.929,0.85,11.796000000000001,0.052631578947368474,57,42.6,37348.44
2620,HOLYOKE RE-1J,0.46130000000000004,13,0.46130000000000004,568,0.841,0.905,0.7829999999999999,13.24,0.06976744186046513,43,43.1,34322.46
2630,HAXTUN RE-2J,0.1012,13,0.3231,294,1.0,1.0,1.0,12.835,0.0,30,24.8,37006.37
2640,ASPEN 1,0.1377,13,0.0557,1670,0.9670000000000001,0.983,0.9520000000000001,11.515,0.02083333333333337,144,132.0,57261.83
2650,GRANADA RE-1,0.7079000000000001,13,0.6256,195,0.826,0.857,0.813,10.61,0.08695652173913049,23,20.2,36815.45
2660,LAMAR RE-2,0.5895,13,0.6786,1537,0.7240000000000001,0.763,0.684,15.184000000000001,0.13084112149532712,107,104.3,40230.19
2670,HOLLY RE-3,0.5318,13,0.7584000000000001,269,0.882,0.7140000000000001,1.0,12.523333333333333,0.0,31,23.8,32918.65
2680,WILEY RE-13 JT,0.292,13,0.4928,209,0.88,0.857,0.909,10.555,0.07999999999999996,25,21.4,33593.72
2690,PUEBLO CITY 60,0.738,13,0.6916,16985,0.701,0.785,0.62,17.275937499999998,0.30689329556185085,1059,1048.1,45232.44
2700,PUEBLO COUNTY 70,0.3826,13,0.41950000000000004,8971,0.828,0.8590000000000001,0.802,17.729166666666668,0.12716763005780352,519,503.3,44754.12
2710,MEEKER RE1,0.1746,13,0.2914,652,0.978,1.0,0.941,18.01,0.023809523809523836,42,39.1,48231.89
2720,RANGELY RE-4,0.1189,13,0.342,500,0.914,1.0,0.85,18.21,0.0,32,31.6,38311.32
2730,DEL NORTE C-7,0.5710999999999999,13,0.6524,443,0.973,1.0,0.958,11.073333333333332,0.31818181818181823,44,41.1,33671.18
2740,MONTE VISTA C-8,0.75,13,0.7034,1072,0.66,0.684,0.628,22.327142857142857,0.22891566265060237,83,73.6,37724.52
2750,SARGENT RE-33J,0.2707,13,0.3691,447,0.9570000000000001,1.0,0.917,14.106666666666667,0.1707317073170732,41,33.5,37700.02
2760,HAYDEN RE-1,0.1108,13,0.3641,379,0.9690000000000001,1.0,0.958,11.223333333333334,0.0,41,36.9,48427.55
2770,STEAMBOAT SPRINGS RE-2,0.1462,13,0.1812,2401,0.873,0.883,0.8640000000000001,13.498333333333333,0.0,168,159.8,49782.6
2780,SOUTH ROUTT RE 3,0.11789999999999999,13,0.3639,371,1.0,1.0,1.0,10.203333333333333,0.0,41,37.6,41442.52
2790,MOUNTAIN VALLEY RE 1,0.3333,13,0.7583,120,1.0,1.0,1.0,9.87,0.17391304347826086,23,14.4,34435.59
2800,MOFFAT 2,0.19579999999999997,13,0.6705,173,0.684,0.875,0.545,11.485,0.09090909090909094,22,19.8,36142.45
2810,CENTER 26 JT,0.9329999999999999,13,0.9173,617,0.735,0.741,0.727,14.045999999999998,0.21276595744680848,47,41.0,36129.48
2820,SILVERTON 1,0.2656,13,0.5781000000000001,64,0.667,1.0,0.5,5.076666666666667,0.0,15,12.0,34280.65
2830,TELLURIDE R-1,0.21969999999999998,13,0.2571,813,0.9229999999999999,1.0,0.826,11.996666666666668,0.011235955056179803,89,70.0,50789.77
2840,NORWOOD R-2J,0.1213,13,0.5516,252,1.0,1.0,1.0,12.23,0.0357142857142857,28,22.5,45268.12
2862,JULESBURG RE-1,0.2848,13,0.5158,919,0.20800000000000002,0.239,0.17,20.046666666666667,0.0,47,42.3,43634.13
2865,PLATTE VALLEY RE-3,0.23850000000000002,13,0.7248,109,1.0,1.0,1.0,7.515000000000001,0.05555555555555558,18,14.6,35838.17
3000,SUMMIT RE-1,0.37420000000000003,13,0.3691,3132,0.8759999999999999,0.9420000000000001,0.804,14.694444444444445,0.05990783410138245,217,191.2,53147.92
3010,CRIPPLE CREEK-VICTOR RE-1,0.1794,13,0.6638,345,0.7,0.75,0.643,14.794999999999998,0.0,29,25.7,37730.51
3020,WOODLAND PARK RE-2,0.1408,13,0.3611,2476,0.799,0.878,0.738,17.072000000000003,0.012658227848101222,158,148.6,41765.64
3030,AKRON R-1,0.2263,13,0.45030000000000003,342,0.867,0.857,0.875,10.995000000000001,0.02631578947368418,38,31.9,31224.08
3040,ARICKAREE R-2,0.2895,13,0.49090000000000006,110,0.875,0.667,1.0,6.99,0.0,20,16.3,31148.16
3050,OTIS R-3,0.1024,13,0.4127,189,0.929,1.0,0.875,9.530000000000001,0.0,25,21.4,32137.5
3060,LONE STAR 101,0.0083,13,0.4711,121,1.0,1.0,1.0,6.25,0.0,28,19.2,27616.33
3070,WOODLIN R-104,0.11109999999999999,13,0.5926,81,0.778,0.8,0.75,8.305,0.0,16,10.8,28953.6
3080,WELD COUNTY RE-1,0.5697,13,0.5429999999999999,1803,0.83,0.9129999999999999,0.759,14.806666666666667,0.08633093525179858,139,126.9,43174.4
3085,EATON RE-2,0.2504,13,0.3375,1837,0.8909999999999999,0.9109999999999999,0.875,16.862000000000002,0.04347826086956519,115,109.1,44487.81
3090,KEENESBURG RE-3(J),0.3981,13,0.535,2198,0.845,0.894,0.8029999999999999,16.048333333333336,0.0547945205479452,146,140.5,41778.66
3100,WINDSOR RE-4,0.19,13,0.1859,4690,0.9209999999999999,0.9670000000000001,0.884,16.70888888888889,0.04166666666666663,312,287.3,46522.54
3110,JOHNSTOWN-MILLIKEN RE-5J,0.3348,13,0.3298,3429,0.802,0.8590000000000001,0.758,19.688333333333336,0.021505376344086002,186,180.8,49280.62
3120,GREELEY 6,0.6444,13,0.6474,20442,0.799,0.863,0.74,17.720967741935485,0.1166666666666667,1200,1144.9,48538.73
3130,PLATTE VALLEY RE-7,0.33,13,0.42229999999999995,1094,0.9259999999999999,0.9470000000000001,0.907,13.726666666666667,0.0,83,79.8,42304.77
3140,WELD COUNTY S/D RE-8,0.7337,13,0.6781999999999999,2231,0.745,0.792,0.6940000000000001,16.9,0.1907894736842105,152,142.5,45289.8
3145,AULT-HIGHLAND RE-9,0.3961,13,0.5072,765,0.823,0.88,0.784,12.75,0.03125,64,59.8,38257.63
3146,BRIGGSDALE RE-10,0.1173,13,0.4211,152,1.0,1.0,1.0,9.235,0.0,19,17.0,36070.48
3147,PRAIRIE RE-11,0.11220000000000001,13,0.18280000000000002,186,1.0,1.0,1.0,11.095,0.07999999999999996,25,17.7,40312.25
3148,PAWNEE RE-12,0.0909,13,0.3214,84,1.0,1.0,1.0,5.235,0.0,21,16.8,32762.55
3200,YUMA 1,0.5387,13,0.6709999999999999,766,0.883,0.879,0.889,12.303333333333333,0.07692307692307687,65,64.4,38108.92
3210,WRAY RD-2,0.2914,13,0.5991,671,0.831,0.9059999999999999,0.741,16.076666666666668,0.017857142857142905,56,45.2,37604.76
3220,IDALIA RJ-3,0.2747,13,0.5385,156,1.0,1.0,1.0,11.485,0.0,22,15.8,39027.05
3230,LIBERTY J-4,0.1304,13,0.2241,58,1.0,1.0,1.0,6.675,0.0,14,10.5,34018.77
9030,MOUNTAIN BOCES,0.4144,13,0.0,111,0.6459999999999999,0.643,0.652,12.01,0.014814814814814836,135,100.8,49966.71
9035,CENTENNIAL BOCES,0.573,13,0.0,185,0.418,0.469,0.39,26.19,0.02564102564102566,39,13.3,31221.6
9050,SAN JUAN BOCES,0.1875,13,0.0,48,0.273,0.429,0.0,39.43,0.0,9,6.4,50854.27
9130,EXPEDITIONARY BOCES,0.23,13,0.0,387,0.88,0.867,0.9,12.74,0.0,28,30.4,36078.51
8001,CHARTER SCHOOL INSTITUTE,0.5343,13,0.4647,10359,0.391,0.409,0.369,19.095666666666663,0.11185308848080133,599,578.8,35758.6
